XGB_Predictions_Calibrated,XGB_Predictions_Actual,Arima_Predictions,Actual
58.223209979057266,58.48520997905727,56.80339125072093,0
56.21220997905727,58.223209979057266,56.192930976530064,0
57.54820997905727,56.21220997905727,55.19554460335523,0
57.08820997905727,57.54820997905727,55.67229470449043,0
63.00620997905727,57.08820997905727,55.5623959589601,0
61.09320997905727,63.00620997905727,54.563303951101396,0
62.86620997905727,61.09320997905727,55.20194831751254,0
58.223209979057266,62.86620997905727,54.675155286339454,0
0.0,0.0,54.94300310657852,0
