"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 10, 2019","70.785","69.910","72.761","69.886","8.83M","1.25%"
"Sep 09, 2019","69.911","70.427","71.177","68.191","8.23M","-0.76%"
"Sep 08, 2019","70.447","68.788","71.333","68.431","8.80M","2.41%"
"Sep 07, 2019","68.790","64.917","70.383","64.591","9.03M","5.96%"
"Sep 06, 2019","64.919","65.230","67.934","64.192","9.30M","-0.48%"
"Sep 05, 2019","65.230","67.047","67.358","64.250","7.88M","-2.71%"
"Sep 04, 2019","67.049","69.034","69.230","66.636","8.40M","-2.87%"
"Sep 03, 2019","69.027","66.946","70.826","66.526","8.84M","3.11%"
"Sep 02, 2019","66.943","65.908","67.724","65.122","7.50M","1.57%"
"Sep 01, 2019","65.911","64.282","67.072","63.946","6.53M","2.55%"
"Aug 31, 2019","64.271","64.215","65.159","62.492","7.48M","0.09%"
"Aug 30, 2019","64.214","63.581","65.336","62.311","7.35M","1.00%"
"Aug 29, 2019","63.576","66.914","66.925","62.374","10.20M","-4.97%"
"Aug 28, 2019","66.904","72.892","72.931","65.399","8.96M","-8.22%"
"Aug 27, 2019","72.893","73.572","73.655","72.214","6.21M","-0.92%"
"Aug 26, 2019","73.570","72.096","75.051","72.092","8.80M","2.04%"
"Aug 25, 2019","72.101","73.290","74.787","63.442","6.41M","-1.60%"
"Aug 24, 2019","73.274","75.381","75.536","71.860","6.85M","-2.81%"
"Aug 23, 2019","75.390","73.449","75.676","58.552","6.72M","2.64%"
"Aug 22, 2019","73.454","73.218","74.521","71.143","9.00M","0.32%"
"Aug 21, 2019","73.218","75.103","75.311","70.323","9.80M","-2.49%"
"Aug 20, 2019","75.089","77.103","77.267","73.450","8.17M","-2.61%"
"Aug 19, 2019","77.103","76.297","78.762","75.597","8.30M","1.06%"
"Aug 18, 2019","76.296","72.688","77.954","71.572","9.85M","4.97%"
"Aug 17, 2019","72.686","74.656","75.277","71.699","8.62M","-2.64%"
"Aug 16, 2019","74.658","76.311","76.397","72.484","12.06M","-2.15%"
"Aug 15, 2019","76.299","76.016","77.549","71.799","15.32M","0.42%"
"Aug 14, 2019","75.983","84.895","86.214","75.188","13.15M","-10.49%"
"Aug 13, 2019","84.886","85.807","86.480","83.439","9.72M","-1.04%"
"Aug 12, 2019","85.781","90.061","90.068","85.533","9.73M","-4.80%"
"Aug 11, 2019","90.107","85.497","91.499","85.422","9.97M","5.37%"
"Aug 10, 2019","85.512","84.321","87.436","82.623","11.08M","1.40%"
"Aug 09, 2019","84.331","90.206","90.418","82.753","11.34M","-6.52%"
"Aug 08, 2019","90.209","90.568","92.130","88.112","10.68M","-0.37%"
"Aug 07, 2019","90.546","93.042","94.286","87.764","10.54M","-2.69%"
"Aug 06, 2019","93.049","96.508","99.246","91.217","11.28M","-3.58%"
"Aug 05, 2019","96.504","92.700","106.384","92.700","15.38M","4.10%"
"Aug 04, 2019","92.701","94.190","94.740","90.548","8.48M","-1.58%"
"Aug 03, 2019","94.192","94.780","96.552","93.652","8.28M","-0.61%"
