"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 15, 2019","811.3","782.0","819.9","780.0","6.07K","3.75"
"Jun 16, 2019","798.0","811.3","814.9","780.0","6.89K","-1.64"
"Jun 17, 2019","775.0","798.0","798.0","770.0","3.68K","-2.88"
"Jun 18, 2019","794.8","775.0","794.9","757.0","5.32K","2.56"
"Jun 19, 2019","801.4","794.8","815.0","781.0","6.34K","0.82"
"Jun 20, 2019","783.6","801.4","801.4","777.0","5.04K","-2.22"
"Jun 21, 2019","799.0","783.6","813.5","780.0","6.74K","1.97"
"Jun 22, 2019","807.2","799.0","840.0","794.0","9.64K","1.03"
"Jun 23, 2019","783.0","807.2","810.0","781.0","3.63K","-3.00"
"Jun 24, 2019","786.7","783.0","790.4","765.0","4.32K","0.47"
"Jun 25, 2019","780.1","786.7","795.0","766.0","7.21K","-0.84"
"Jun 26, 2019","758.9","780.1","796.8","722.2","11.71K","-2.72"
"Jun 27, 2019","667.0","750.8","750.8","627.0","11.58K","-12.10"
"Jun 28, 2019","697.8","667.0","712.0","663.3","5.70K","4.61"
"Jun 29, 2019","777.1","697.8","786.6","675.0","14.25K","11.36"
"Jun 30, 2019","714.0","777.1","789.0","700.0","9.34K","-8.12"
"Jul 01, 2019","700.0","714.0","748.0","648.0","7.14K","-1.96"
"Jul 02, 2019","675.2","700.0","720.0","635.0","6.66K","-3.54"
"Jul 03, 2019","684.2","687.0","700.0","657.0","3.93K","1.32"
"Jul 04, 2019","687.0","684.2","719.8","670.0","5.37K","0.42"
"Jul 05, 2019","675.0","687.0","689.0","661.0","2.89K","-1.75"
"Jul 06, 2019","688.0","675.0","688.0","670.0","1.92K","1.92"
"Jul 07, 2019","690.0","670.9","690.0","667.0","1.55K","0.29"
"Jul 08, 2019","705.3","690.0","717.5","680.0","3.14K","2.22"
"Jul 09, 2019","688.8","705.3","712.0","677.0","3.24K","-2.34"
"Jul 10, 2019","621.9","688.8","688.8","601.1","6.91K","-9.71"
"Jul 11, 2019","594.0","621.9","622.0","543.0","7.89K","-4.49"
"Jul 12, 2019","609.3","594.0","619.9","584.5","3.46K","2.58"
"Jul 13, 2019","570.0","609.3","615.0","566.2","3.10K","-6.45"
"Jul 14, 2019","520.0","570.0","595.0","515.4","5.12K","-8.77"
"Jul 15, 2019","530.3","520.0","564.0","498.6","4.61K","1.97"
"Jul 16, 2019","464.0","530.3","537.9","436.3","7.60K","-12.50"
"Jul 17, 2019","518.9","464.0","550.0","450.0","10.18K","11.84"
"Jul 18, 2019","572.0","518.9","600.0","495.7","11.55K","10.23"
"Jul 19, 2019","558.0","572.0","579.0","542.6","6.18K","-2.45"
"Jul 20, 2019","577.3","558.0","597.0","551.3","5.34K","3.46"
"Jul 21, 2019","572.0","577.3","585.0","553.2","3.56K","-0.92"
"Jul 22, 2019","542.0","572.0","573.0","525.3","6.64K","-5.24"
"Jul 23, 2019","520.1","541.5","548.0","506.0","5.53K","-4.04"
"Jul 24, 2019","547.8","520.0","560.0","505.0","7.91K","5.33"
"Jul 25, 2019","535.0","547.8","554.4","530.1","4.30K","-2.33"
"Jul 26, 2019","537.9","535.0","540.0","520.0","3.58K","0.53"
"Jul 27, 2019","501.1","537.9","549.0","495.0","4.78K","-6.84"
"Jul 28, 2019","510.5","505.2","520.0","484.0","2.25K","1.87"
"Jul 29, 2019","510.5","512.5","520.0","492.3","3.06K","0.00"
"Jul 30, 2019","502.0","510.5","512.4","496.7","1.76K","-1.66"
"Jul 31, 2019","554.5","502.0","562.4","502.0","7.44K","10.45"
"Aug 01, 2019","552.6","554.5","584.8","531.5","5.32K","-0.33"
"Aug 02, 2019","529.4","552.6","601.0","516.5","6.67K","-4.21"
"Aug 03, 2019","523.3","529.4","532.7","517.0","1.95K","-1.16"
"Aug 04, 2019","513.0","523.3","528.0","500.0","4.03K","-1.96"
"Aug 05, 2019","532.0","513.0","564.0","509.0","13.85K","3.70"
"Aug 06, 2019","510.3","532.0","545.0","505.0","7.14K","-4.08"
"Aug 07, 2019","499.0","510.3","518.0","488.0","7.37K","-2.21"
"Aug 08, 2019","492.1","499.0","508.3","483.2","4.16K","-1.39"
"Aug 09, 2019","465.0","492.1","497.0","460.0","4.93K","-5.50"
"Aug 10, 2019","473.3","465.0","490.0","456.1","3.59K","1.78"
"Aug 11, 2019","495.2","473.3","508.0","472.0","3.74K","4.63"
"Aug 12, 2019","478.2","495.2","500.0","476.5","2.80K","-3.43"
"Aug 13, 2019","472.5","478.2","486.3","469.0","3.11K","-1.20"
"Aug 14, 2019","428.0","472.5","485.9","422.7","5.34K","-9.41"
"Aug 15, 2019","429.1","429.0","440.3","403.0","7.64K","0.25"
"Aug 16, 2019","418.1","429.1","434.0","407.9","4.07K","-2.56"
"Aug 17, 2019","409.5","418.1","420.0","405.0","2.25K","-2.07"
"Aug 18, 2019","428.0","409.5","435.0","403.0","4.23K","4.53"
"Aug 19, 2019","434.5","428.0","440.0","420.0","5.18K","1.51"
"Aug 20, 2019","430.3","434.5","434.7","420.0","2.55K","-0.97"
"Aug 21, 2019","421.0","430.3","432.5","402.0","3.41K","-2.15"
"Aug 22, 2019","426.0","421.0","432.9","412.0","4.40K","1.19"
"Aug 23, 2019","432.4","426.0","435.0","420.5","3.04K","1.50"
"Aug 24, 2019","426.0","432.4","434.0","415.0","3.02K","-1.48"
"Aug 25, 2019","422.1","426.0","431.4","412.0","2.74K","-0.92"
"Aug 26, 2019","423.0","422.0","430.0","422.0","3.47K","0.22"
"Aug 27, 2019","425.5","423.0","427.5","420.1","1.26K","0.59"
"Aug 28, 2019","390.7","425.5","425.5","385.0","5.10K","-8.17"
"Aug 29, 2019","375.0","390.7","394.2","369.0","4.07K","-4.02"
"Aug 30, 2019","379.6","375.0","388.0","366.5","2.40K","1.21"
"Aug 31, 2019","379.0","379.6","383.0","368.4","2.72K","-0.15"
"Sep 01, 2019","388.6","379.0","396.9","377.5","2.98K","2.55"
"Sep 02, 2019","387.0","388.6","393.0","379.5","3.81K","-0.43"
"Sep 03, 2019","393.0","387.0","403.0","384.2","4.62K","1.57"
"Sep 04, 2019","383.8","393.0","396.0","380.0","2.82K","-2.34"
"Sep 05, 2019","371.5","383.8","384.9","367.1","2.82K","-3.20"
"Sep 06, 2019","373.2","371.5","386.0","371.0","3.97K","0.44"
"Sep 07, 2019","397.0","373.2","405.0","373.0","6.10K","6.37"
"Sep 08, 2019","405.2","397.0","409.7","394.6","2.69K","2.08"
"Sep 09, 2019","404.7","405.2","408.0","391.0","2.68K","-0.12"
"Sep 10, 2019","411.7","404.7","420.0","404.7","5.10K","1.72"
"Sep 11, 2019","404.5","411.7","415.9","396.0","1.72K","-1.75"
"Sep 12, 2019","394.6","404.5","404.8","393.0","2.41K","-2.44"
"Sep 13, 2019","393.5","394.6","399.5","387.2","2.44K","-0.28"
"Sep 14, 2019","405.5","393.5","407.9","390.4","2.83K","3.05"
"Sep 15, 2019","403.0","405.5","407.8","398.1","1.82K","-0.62"
"Sep 16, 2019","415.4","403.0","420.0","400.0","6.25K","3.09"
"Sep 17, 2019","425.0","415.4","440.0","415.0","7.69K","2.30"
"Sep 18, 2019","446.0","425.0","460.0","423.4","11.74K","4.94"
"Sep 19, 2019","440.0","446.0","446.0","415.5","7.61K","-1.35"
"Sep 20, 2019","433.2","440.0","440.8","425.0","3.54K","-1.55"
"Sep 21, 2019","425.0","433.2","433.2","420.0","1.30K","-1.89"
"Sep 22, 2019","417.8","425.0","425.0","411.4","2.18K","-1.70"
"Sep 23, 2019","384.4","417.8","427.0","366.8","5.40K","-7.98"
"Sep 24, 2019","321.5","384.0","400.0","315.0","12.00K","-16.37"
"Sep 25, 2019","331.7","321.5","338.7","311.0","9.41K","3.19"
"Sep 26, 2019","313.2","331.7","331.7","281.1","9.09K","-5.58"
"Sep 27, 2019","319.8","313.2","327.0","302.0","6.64K","2.08"
"Sep 28, 2019","317.0","320.4","322.0","310.6","1.71K","-0.87"
"Sep 29, 2019","308.6","317.0","317.0","301.8","2.92K","-2.64"
"Sep 30, 2019","316.5","308.6","318.7","301.8","5.06K","2.54"
"Oct 01, 2019","321.0","316.0","325.0","315.2","4.63K","1.42"
"Oct 02, 2019","323.0","321.0","329.2","319.0","3.46K","0.64"
"Oct 03, 2019","324.3","323.0","328.2","312.8","2.88K","0.39"
"Oct 04, 2019","326.5","324.3","330.0","322.0","2.57K","0.71"
"Oct 05, 2019","326.0","325.2","330.0","321.1","2.55K","-0.16"
"Oct 06, 2019","316.0","326.0","327.2","310.0","2.67K","-3.06"
"Oct 07, 2019","335.5","316.0","343.0","312.0","6.55K","6.14"
"Oct 08, 2019","331.8","335.5","339.0","329.2","2.93K","-1.09"
"Oct 09, 2019","349.0","331.8","354.2","330.9","7.53K","5.18"
"Oct 10, 2019","339.9","349.0","349.0","338.0","4.38K","-2.60"
"Oct 11, 2019","331.4","339.9","346.0","328.8","3.85K","-2.52"
"Oct 12, 2019","332.0","331.4","338.7","330.5","2.31K","0.18"
"Oct 13, 2019","335.6","332.0","340.0","331.7","2.46K","1.09"
"Oct 14, 2019","336.8","335.6","340.0","333.4","3.61K","0.35"
"Oct 15, 2019","324.6","336.8","340.0","321.3","8.60K","-3.63"
"Oct 16, 2019","311.4","324.6","329.4","303.5","3.73K","-4.07"
"Oct 17, 2019","320.8","311.7","327.0","307.3","4.79K","3.03"
"Oct 18, 2019","309.8","320.8","322.0","306.1","3.33K","-3.44"
"Oct 19, 2019","314.7","309.8","318.4","309.1","2.07K","1.59"
"Oct 20, 2019","319.0","314.7","322.5","307.8","1.56K","1.37"
"Oct 21, 2019","321.2","319.0","324.0","312.0","3.83K","0.70"
"Oct 22, 2019","312.0","321.2","322.0","311.1","2.11K","-2.86"
"Oct 23, 2019","287.5","312.0","313.9","275.0","5.83K","-7.86"
"Oct 24, 2019","289.1","287.5","294.0","280.8","2.65K","0.56"
"Oct 25, 2019","322.4","289.1","332.9","286.5","10.91K","11.52"
"Oct 26, 2019","318.5","322.4","330.0","300.0","6.79K","-1.21"
"Oct 27, 2019","335.8","318.5","346.9","312.2","8.77K","5.42"
"Oct 28, 2019","329.1","335.8","342.0","327.0","4.52K","-1.99"
"Oct 29, 2019","339.8","329.1","342.0","329.1","3.70K","3.26"
"Oct 30, 2019","331.1","339.8","344.0","325.9","3.51K","-2.56"
"Oct 31, 2019","334.5","331.1","338.4","326.9","2.38K","1.01"
"Nov 01, 2019","333.4","334.5","336.0","327.0","2.80K","-0.32"
"Nov 02, 2019","335.1","333.4","336.5","331.8","1.54K","0.52"
"Nov 03, 2019","336.0","335.1","336.0","330.2","2.12K","0.24"
"Nov 04, 2019","349.3","336.0","356.1","332.4","9.17K","3.95"
"Nov 05, 2019","361.0","349.3","366.0","346.9","8.56K","3.36"
"Nov 06, 2019","368.0","361.0","368.0","357.6","4.84K","1.94"
"Nov 07, 2019","355.0","368.0","368.0","351.9","4.33K","-3.53"
"Nov 08, 2019","353.0","355.0","360.0","340.4","4.18K","-0.57"
"Nov 09, 2019","359.2","353.0","361.0","349.5","2.77K","1.77"
"Nov 10, 2019","368.9","359.2","380.0","357.3","4.72K","2.68"
"Nov 11, 2019","359.8","368.9","371.0","353.4","3.56K","-2.47"
"Nov 12, 2019","357.3","359.8","362.5","348.0","3.05K","-0.69"
"Nov 13, 2019","351.2","357.3","359.5","349.8","2.15K","-1.69"
"Nov 14, 2019","342.6","351.2","353.0","340.0","2.65K","-2.46"
"Nov 15, 2019","335.2","342.6","355.0","329.1","3.04K","-2.16"
"Nov 16, 2019","338.9","335.2","342.0","331.0","1.31K","1.11"
"Nov 17, 2019","345.0","338.9","348.7","335.1","1.65K","1.81"
"Nov 18, 2019","322.4","345.0","345.0","312.4","4.33K","-6.55"
"Nov 19, 2019","317.6","322.4","326.1","313.0","3.36K","-1.49"
"Nov 20, 2019","315.7","317.6","321.8","314.0","2.11K","-0.60"
"Nov 21, 2019","291.4","315.7","316.7","280.0","5.94K","-7.69"
"Nov 22, 2019","278.1","291.4","296.9","256.1","10.46K","-4.58"
"Nov 23, 2019","282.7","278.1","288.0","268.0","3.35K","1.65"
"Nov 24, 2019","257.0","282.7","282.7","257.0","3.47K","-9.09"
"Nov 25, 2019","265.0","257.0","274.5","245.0","5.42K","3.11"
"Nov 26, 2019","271.0","265.0","274.0","262.0","3.86K","2.27"
"Nov 27, 2019","275.2","271.0","280.9","258.7","4.63K","1.54"
"Nov 28, 2019","272.4","275.2","279.7","270.0","3.89K","-1.03"
"Nov 29, 2019","280.5","272.4","284.0","270.6","3.33K","2.99"
"Nov 30, 2019","275.0","280.5","281.6","271.0","2.68K","-1.95"
"Dec 01, 2019","277.0","275.0","280.0","265.0","3.64K","0.73"
"Dec 02, 2019","262.7","277.0","277.0","260.0","4.48K","-5.15"
"Dec 03, 2019","259.1","262.7","268.0","256.2","5.25K","-1.37"
"Dec 04, 2019","259.6","259.1","269.0","252.6","3.80K","0.18"
"Dec 05, 2019","258.5","259.6","262.2","255.0","3.22K","-0.42"
"Dec 06, 2019","260.7","258.5","263.0","255.0","4.72K","0.85"
"Dec 07, 2019","262.0","260.7","267.0","260.2","3.04K","0.49"
"Dec 08, 2019","263.5","262.0","266.0","260.2","1.95K","0.58"
"Dec 09, 2019","259.4","263.5","265.0","257.6","3.31K","-1.58"
"Dec 10, 2019","257.3","259.4","260.6","255.0","1.70K","-0.80"
"Dec 11, 2019","253.6","257.3","259.6","252.7","1.67K","-1.44"
"Dec 12, 2019","254.3","253.6","256.7","250.0","1.51K","0.28"
"Dec 13, 2019","258.6","254.3","260.0","252.4","1.05K","1.69"
"Dec 14, 2019","252.6","258.6","259.2","250.8","1.47K","-2.32"
"Dec 15, 2019","253.8","252.6","256.0","251.7","0.59K","0.50"
"Dec 16, 2019","235.2","253.8","254.7","230.6","3.54K","-7.34"
"Dec 17, 2019","217.8","235.2","239.0","215.9","4.82K","-7.40"
"Dec 18, 2019","242.0","217.8","246.8","212.2","7.08K","11.11"
"Dec 19, 2019","235.4","242.0","242.2","231.6","2.56K","-2.73"
"Dec 20, 2019","239.7","235.4","240.0","234.4","2.07K","1.83"
"Dec 21, 2019","235.9","239.7","239.7","234.4","1.20K","-1.60"
"Dec 22, 2019","248.4","235.9","252.5","235.9","3.27K","5.31"
"Dec 23, 2019","241.0","248.4","253.4","240.8","3.45K","-2.97"
"Dec 24, 2019","240.9","241.0","250.1","238.2","3.46K","-0.06"
"Dec 25, 2019","240.4","240.9","242.0","235.1","3.31K","-0.20"
"Dec 26, 2019","237.1","240.4","248.1","236.4","3.10K","-1.38"
"Dec 27, 2019","242.8","237.1","245.9","236.5","1.84K","2.39"
"Dec 28, 2019","253.6","242.8","260.0","242.8","6.76K","4.47"
"Dec 29, 2019","255.0","253.6","259.0","250.8","4.29K","0.55"
"Dec 30, 2019","253.5","255.0","260.2","249.5","3.89K","-0.60"
"Dec 31, 2019","246.2","253.5","256.0","244.6","4.08K","-2.86"
"Jan 01, 2020","247.8","246.2","251.0","245.6","1.26K","0.65"
"Jan 02, 2020","237.1","247.8","250.7","235.0","5.30K","-4.33"
"Jan 03, 2020","249.8","237.1","250.8","232.6","5.90K","5.37"
"Jan 04, 2020","255.0","249.8","255.0","248.6","4.65K","2.08"
"Jan 05, 2020","257.4","255.0","265.8","253.4","7.03K","0.95"
"Jan 06, 2020","274.0","257.4","274.9","257.4","9.17K","6.44"
"Jan 07, 2020","275.3","274.0","280.0","266.0","9.67K","0.47"
"Jan 08, 2020","266.0","275.3","290.0","256.1","14.90K","-3.37"
"Jan 09, 2020","266.0","266.0","270.0","259.0","4.22K","0.00"
"Jan 10, 2020","286.0","266.0","290.0","259.1","16.68K","7.53"
"Jan 11, 2020","292.8","286.0","309.5","280.0","20.43K","2.38"
"Jan 12, 2020","298.2","292.8","303.0","285.0","9.16K","1.85"
"Jan 13, 2020","293.4","298.2","302.3","287.0","9.21K","-1.63"
"Jan 14, 2020","343.0","293.4","349.9","293.4","41.98K","16.91"
"Jan 15, 2020","340.4","343.0","347.0","322.5","22.94K","-0.75"
"Jan 16, 2020","336.2","340.4","343.1","312.0","13.22K","-1.23"
"Jan 17, 2020","361.3","336.2","372.5","331.7","23.27K","7.45"
"Jan 18, 2020","349.2","361.3","367.0","344.0","15.16K","-3.33"
"Jan 19, 2020","339.9","349.2","364.0","325.0","14.41K","-2.66"
"Jan 20, 2020","339.8","339.9","345.0","331.0","8.85K","-0.05"
"Jan 21, 2020","340.2","339.8","344.9","331.0","6.43K","0.12"
"Jan 22, 2020","346.6","340.2","350.0","339.0","5.63K","1.88"
"Jan 23, 2020","324.2","346.6","346.6","303.0","10.16K","-6.45"
"Jan 24, 2020","323.6","324.2","332.6","302.0","12.23K","-0.18"
"Jan 25, 2020","319.0","323.6","324.6","311.0","3.03K","-1.43"
"Jan 26, 2020","331.7","319.0","335.9","315.0","7.36K","3.99"
"Jan 27, 2020","344.5","331.7","353.0","330.6","14.98K","3.85"
"Jan 28, 2020","353.8","344.5","360.0","340.0","12.76K","2.70"
"Jan 29, 2020","355.0","353.8","364.0","353.2","15.85K","0.34"
"Jan 30, 2020","407.9","355.0","429.0","348.0","53.22K","14.90"
"Jan 31, 2020","404.0","407.9","417.0","388.0","24.88K","-0.95"
"Feb 01, 2020","424.6","404.0","432.9","404.0","27.24K","5.09"
"Feb 02, 2020","419.0","424.6","435.0","408.0","18.81K","-1.31"
"Feb 03, 2020","418.0","419.0","432.0","411.0","16.00K","-0.25"
"Feb 04, 2020","406.3","418.0","422.4","397.0","18.86K","-2.81"
"Feb 05, 2020","431.3","406.3","435.0","404.2","25.09K","6.17"
"Feb 06, 2020","435.1","431.3","447.9","421.0","21.37K","0.89"
"Feb 07, 2020","442.1","435.1","447.0","435.0","17.63K","1.60"
"Feb 08, 2020","462.7","442.1","467.9","433.4","21.09K","4.66"
"Feb 09, 2020","459.0","462.7","472.0","450.0","14.79K","-0.80"
"Feb 10, 2020","449.8","459.0","463.5","429.0","21.52K","-2.00"
"Feb 11, 2020","458.0","449.8","463.3","438.2","17.21K","1.82"
"Feb 12, 2020","494.9","458.0","500.5","457.5","28.60K","8.06"
"Feb 13, 2020","489.8","494.9","509.0","462.6","28.68K","-1.03"
"Feb 14, 2020","500.0","489.8","505.0","480.0","16.46K","2.09"
"Feb 15, 2020","465.0","500.0","504.0","452.1","26.00K","-6.99"
"Feb 16, 2020","457.0","465.0","489.0","412.5","18.54K","-1.72"
"Feb 17, 2020","443.0","457.0","460.0","411.2","17.61K","-3.07"
"Feb 18, 2020","467.2","443.0","478.9","431.2","21.18K","5.46"
"Feb 19, 2020","436.9","467.2","481.4","422.0","15.35K","-6.49"
"Feb 20, 2020","429.0","438.0","448.0","412.0","15.06K","-1.80"
"Feb 21, 2020","452.6","429.0","462.6","423.0","12.08K","5.50"
"Feb 22, 2020","461.5","452.6","472.9","445.0","14.29K","1.96"
"Feb 23, 2020","485.0","461.5","487.0","457.9","11.89K","5.09"
"Feb 24, 2020","467.0","485.0","485.0","440.0","15.69K","-3.71"
"Feb 25, 2020","440.0","467.0","467.0","427.0","8.60K","-5.78"
"Feb 26, 2020","376.0","440.0","444.6","355.0","31.66K","-14.55"
"Feb 27, 2020","381.5","376.0","406.0","357.6","24.41K","1.47"
"Feb 28, 2020","374.0","381.5","395.0","354.0","16.67K","-1.97"
"Feb 29, 2020","366.0","374.0","384.5","365.5","8.97K","-2.14"
"Mar 01, 2020","363.9","366.0","377.0","353.0","7.22K","-0.57"
"Mar 02, 2020","378.5","363.9","387.8","358.0","13.99K","4.01"
"Mar 03, 2020","375.0","378.5","386.4","367.0","7.94K","-0.92"
"Mar 04, 2020","367.0","375.0","380.0","360.1","5.87K","-2.14"
"Mar 05, 2020","375.5","367.0","384.9","367.0","8.64K","2.32"
"Mar 06, 2020","385.0","375.5","387.0","373.0","8.06K","2.54"
"Mar 07, 2020","369.9","385.0","388.0","366.0","9.27K","-3.92"
"Mar 08, 2020","319.0","369.9","369.9","312.1","18.65K","-13.76"
"Mar 09, 2020","316.5","319.0","332.9","292.0","31.02K","-0.78"
"Mar 10, 2020","311.0","316.5","322.7","305.0","14.78K","-1.74"
"Mar 11, 2020","301.5","311.0","314.5","283.8","11.28K","-3.05"
"Mar 12, 2020","208.1","301.5","303.7","201.6","51.18K","-30.98"
"Mar 13, 2020","244.1","208.1","264.9","175.0","67.49K","17.30"
"Mar 14, 2020","231.4","244.1","248.9","228.0","16.88K","-5.20"
"Mar 15, 2020","242.7","231.4","255.4","230.2","13.60K","4.88"
"Mar 16, 2020","218.7","242.7","245.1","204.3","27.37K","-9.89"
"Mar 17, 2020","222.3","218.5","234.7","213.0","17.33K","1.65"
"Mar 18, 2020","224.6","222.3","225.7","213.2","16.33K","1.03"
"Mar 19, 2020","254.5","224.6","264.2","221.1","46.26K","13.31"
"Mar 20, 2020","253.6","254.5","293.0","225.0","61.81K","-0.35"
"Mar 21, 2020","255.8","253.6","270.0","241.3","20.20K","0.87"
"Mar 22, 2020","239.0","255.8","261.9","235.3","14.25K","-6.57"
"Mar 23, 2020","256.0","239.0","263.8","236.9","16.87K","7.11"
"Mar 24, 2020","261.2","256.0","265.0","250.0","19.75K","2.03"
"Mar 25, 2020","254.0","261.2","264.0","249.4","13.44K","-2.76"
"Mar 26, 2020","258.6","254.0","258.7","250.0","9.03K","1.81"
"Mar 27, 2020","250.7","257.1","263.0","249.0","12.09K","-3.05"
"Mar 28, 2020","252.0","250.7","255.0","241.1","14.89K","0.52"
"Mar 29, 2020","242.2","252.0","253.7","241.9","6.56K","-3.89"
"Mar 30, 2020","254.0","242.2","260.0","242.2","14.34K","4.87"
"Mar 31, 2020","257.8","254.0","258.0","252.1","8.56K","1.50"
"Apr 01, 2020","258.6","257.8","258.9","251.2","10.28K","0.31"
"Apr 02, 2020","262.4","258.6","279.5","255.6","19.54K","1.47"
"Apr 03, 2020","270.1","262.4","273.0","261.1","18.25K","2.93"
"Apr 04, 2020","272.2","270.1","272.9","268.0","5.97K","0.78"
"Apr 05, 2020","272.2","272.2","274.0","269.8","6.21K","0.00"
"Apr 06, 2020","303.6","272.4","310.0","271.1","35.93K","11.54"
"Apr 07, 2020","303.9","303.6","324.8","282.0","47.27K","0.10"
"Apr 08, 2020","315.0","303.9","319.0","299.3","19.22K","3.65"
"Apr 09, 2020","311.4","315.0","316.0","307.0","22.63K","-1.14"
"Apr 10, 2020","285.3","311.3","313.5","275.0","29.74K","-8.38"
"Apr 11, 2020","286.0","285.3","290.8","280.0","12.07K","0.25"
"Apr 12, 2020","286.7","286.0","300.0","283.2","23.81K","0.24"
"Apr 13, 2020","282.0","286.7","290.0","273.0","26.57K","-1.64"
"Apr 14, 2020","282.1","282.0","286.5","278.0","11.47K","0.04"
"Apr 15, 2020","274.8","282.1","285.5","273.4","11.25K","-2.59"
"Apr 16, 2020","291.9","274.8","295.0","260.1","34.62K","6.22"
"Apr 17, 2020","292.2","290.4","294.9","287.1","12.62K","0.10"
"Apr 18, 2020","303.5","292.2","305.0","291.0","27.65K","3.87"
"Apr 19, 2020","293.8","303.5","304.9","287.0","24.91K","-3.20"
"Apr 20, 2020","283.5","293.8","299.2","278.4","28.20K","-3.51"
"Apr 21, 2020","287.9","283.5","293.7","282.2","11.01K","1.55"
"Apr 22, 2020","291.7","287.9","295.4","284.3","21.24K","1.32"
"Apr 23, 2020","296.7","291.8","303.0","287.1","37.22K","1.71"
"Apr 24, 2020","311.0","296.7","312.8","295.6","51.36K","4.82"
"Apr 25, 2020","309.5","311.0","315.7","307.2","30.78K","-0.48"
"Apr 26, 2020","312.4","309.5","318.6","309.1","29.14K","0.94"
"Apr 27, 2020","312.0","312.4","317.0","305.4","21.25K","-0.13"
"Apr 28, 2020","321.3","312.0","326.8","307.0","32.13K","2.98"
"Apr 29, 2020","338.0","321.3","343.0","321.2","77.90K","5.20"
"Apr 30, 2020","325.0","338.0","352.8","316.3","60.56K","-3.85"
"May 01, 2020","331.8","325.0","345.0","325.0","23.68K","2.09"
"May 02, 2020","345.6","331.8","348.4","329.2","30.22K","4.16"
"May 03, 2020","341.5","345.4","348.9","332.7","27.43K","-1.19"
"May 04, 2020","330.7","341.5","341.5","321.4","28.39K","-3.16"
"May 05, 2020","329.7","330.7","337.3","327.0","20.91K","-0.30"
"May 06, 2020","328.5","329.7","338.9","325.4","21.56K","-0.36"
"May 07, 2020","336.9","327.8","341.0","323.4","51.19K","2.56"
"May 08, 2020","342.9","336.8","346.2","333.8","30.76K","1.78"
"May 09, 2020","338.7","342.9","352.0","337.6","44.44K","-1.22"
"May 10, 2020","302.5","338.7","340.6","280.1","80.67K","-10.69"
"May 11, 2020","299.9","302.5","316.8","286.1","41.63K","-0.86"
"May 12, 2020","298.4","299.8","306.0","293.1","24.07K","-0.50"
"May 13, 2020","302.2","298.4","305.2","296.3","16.52K","1.27"
"May 14, 2020","305.0","302.2","309.9","297.2","25.88K","0.93"
"May 15, 2020","296.9","305.0","305.5","290.6","19.41K","-2.66"
"May 16, 2020","300.7","296.9","303.5","293.8","10.59K","1.28"
"May 17, 2020","300.4","300.7","306.0","298.4","15.44K","-0.10"
"May 18, 2020","312.3","300.4","314.0","299.7","25.82K","3.96"
"May 19, 2020","311.5","312.3","313.2","305.2","11.91K","-0.26"
"May 20, 2020","301.6","311.5","313.5","299.0","25.68K","-3.18"
"May 21, 2020","293.0","301.6","303.2","281.0","27.05K","-2.85"
"May 22, 2020","302.4","293.0","307.0","290.0","17.54K","3.21"
"May 23, 2020","301.5","302.4","305.4","299.2","8.21K","-0.30"
"May 24, 2020","293.0","301.5","304.1","292.2","12.56K","-2.82"
"May 25, 2020","295.9","293.0","298.2","290.2","9.43K","0.99"
"May 26, 2020","288.0","295.9","295.9","282.0","16.87K","-2.67"
"May 27, 2020","297.2","288.0","298.6","286.4","16.50K","3.19"
"May 28, 2020","302.5","297.2","303.9","294.5","11.21K","1.78"
"May 29, 2020","302.7","302.5","305.7","301.0","14.56K","0.07"
"May 30, 2020","322.3","302.7","323.6","301.7","31.22K","6.48"
"May 31, 2020","310.2","322.3","323.0","308.0","25.26K","-3.75"
"Jun 01, 2020","321.5","310.2","323.2","308.3","26.69K","3.64"
"Jun 02, 2020","309.2","321.5","335.9","302.4","50.48K","-3.83"
"Jun 03, 2020","317.5","309.2","320.5","308.0","17.45K","2.68"
"Jun 04, 2020","319.4","317.5","323.0","314.5","20.96K","0.60"
"Jun 05, 2020","319.5","319.4","322.3","316.0","10.76K","0.03"
"Jun 06, 2020","318.7","319.5","319.6","315.0","7.74K","-0.25"
"Jun 07, 2020","315.6","318.7","319.1","309.0","20.23K","-0.97"
"Jun 08, 2020","314.5","315.6","317.8","312.2","13.63K","-0.35"
"Jun 09, 2020","313.0","314.5","315.9","310.7","12.29K","-0.48"
"Jun 10, 2020","315.4","313.0","317.0","311.0","14.70K","0.77"
"Jun 11, 2020","299.0","315.4","316.5","292.1","21.26K","-5.20"
"Jun 12, 2020","307.8","299.0","311.5","298.0","14.07K","2.94"
"Jun 13, 2020","309.3","307.8","309.3","304.2","5.65K","0.49"
"Jun 14, 2020","303.4","309.3","309.3","300.5","6.08K","-1.91"
"Jun 15, 2020","300.4","303.4","303.6","290.0","17.51K","-0.99"
"Jun 16, 2020","300.9","300.4","302.3","298.2","9.84K","0.17"
"Jun 17, 2020","302.9","300.9","307.0","297.0","13.66K","0.66"
"Jun 18, 2020","300.1","302.9","304.5","296.1","5.93K","-0.92"
"Jun 19, 2020","298.4","300.1","300.8","295.0","7.15K","-0.57"
"Jun 20, 2020","302.8","298.4","303.0","295.0","6.01K","1.47"
"Jun 21, 2020","299.7","302.8","302.9","297.8","3.69K","-1.02"
"Jun 22, 2020","303.1","299.7","305.0","298.4","10.12K","1.13"
